Census Blockgroup,Children,Children_wNULLvalues,Elderly,Elderly_wNULLvalues,NonWhite,NonWhite_wNullvalues,Poverty,Poverty_wNULLvalues,Education,Education_wNULLvalues,English,English_wNULLvalues,Elevation,SeaLevelRise,Precipitation,Diabetes,MentalHealth,Asthma,Disability,Disability_wNULLvalues,HousingQuality,Homeless,LivAlone,LivAlone_wNULLvalues,FloodHealthIndex,FloodHealthIndex_Quintiles
060750125021,0.043981,,0.25,0.25,0.868,0.868,0.725127,0.725127,0.57,0.57,0.419,0.419,35.204099999999997,0,0.00600325,15.499499999999999,63.747500000000002,12.966699999999999,0.327,0.327,6.70196,19.2683,0.673,0.673,79.81280000000001,5
060750176015,0.109834,0.109834,0.141,0.141,0.733,0.733,0.550862,0.550862,0.806,0.806,0.117,0.117,10.0642,0,0.00402495,16.006799999999998,62.068899999999999,10.5959,0.227,0.227,6.98324,19.2683,0.609,0.609,79.146100000000004,5
060750177002,0.0840390116844,,0.0970000199892,0.0970000199892,0.565,0.565,0.326481074537,0.326481074537,0.783000158082,0.783000158082,0.0850000241537,,3.85416,0,0.155139,15.691700000000001,58.254199999999997,9.9887,0.158000034815,0.158000034815,18.684100000000001,10.2643,0.451000115105,0.451000115105,78.819299999999998,5
060750124011,0.11706,0.11706,0.096,0.096,0.781,0.781,0.755098,0.755098,0.683,0.683,0.288,0.288,55.391500000000001,0,0.00724379,12.9732,52.685400000000001,9.9277,0.223,0.223,8.629989999999999,19.2683,0.551,0.551,78.812799999999996,5
060750234001,0.300350376409,0.300350376409,0.115999763576,0.115999763576,0.964,,0.629357302214,0.629357302214,0.694998903899,0.694998903899,0.155999604103,,-0.903518,0.0177518,0.0102606,23.2,38.58,16.115600000000001,0.148999630006,0.148999630006,8.51257,17.613,0.168999885683,0.168999885683,78.19919999999999,5
060750177001,0.0840390894744,,0.0970000505155,,0.565,0.565,0.326481246024,0.326481246024,0.783000706447,0.783000706447,0.0850000521716,,2.04311,0,0.0361009,15.677,58.079500000000003,9.961,0.158000075719,0.158000075719,9.866110000000001,13.468,0.451000339989,0.451000339989,78.159300000000002,5
060750180002,0.0423010354296,,0.0499999836298,,0.602,0.602,0.299614576241,0.299614576241,0.863999108767,0.863999108767,0.0480000936794,,-5.63326,0.0825639,0.0500197,15.9986,61.941699999999997,10.555899999999999,0.133999777786,0.133999777786,2.26347,19.2683,0.570999011756,0.570999011756,77.852499999999992,5
060750230011,0.158266107639,,0.179000038937,,0.946,,0.496577361263,,0.619000854796,0.619000854796,0.235000154478,,5.01168,0,0.0310967,23.152799999999999,38.494399999999999,16.081800000000001,0.107000111142,,4.86381,17.549199999999999,0.167000360739,,77.219300000000004,5
060750161001,0.121086636739,0.121086636739,0.26999919,0.26999919,0.747001,0.747001,0.631202106388,0.631202106388,0.815997552,0.815997552,0.330999007,0.330999007,60.1828,0,0.0207141,15.4969,63.736199999999997,12.9636,0.232999301,0.232999301,3.72671,3.7988,0.518998443,0.518998443,76.539400000000001,5
060750234002,0.300343903215,,0.115997260207,0.115997260207,0.964001,,0.629343956201,0.629343956201,0.694983700769,0.694983700769,0.155996313315,,-5.60678,0.0802676,0.010397,23.1982,38.576999999999998,16.1143,0.148996455611,,5.39127,17.613,0.16899602665,,76.219200000000001,5
060750611003,0.13591935918,0.13591935918,0.28800288,0.28800288,0.958,0.958,0.80036500357,0.80036500357,0.36300363,0.36300363,0.71500715,0.71500715,21.299199999999999,0,0.00953898,6.4,20.213999999999999,5.0322,0.16100161,0.16100161,5.37634,4.9374,0.44300443,0.44300443,75.852699999999999,5
060750201004,0.0798928391981,0.0798928391981,0.123999712521,0.123999712521,0.651,0.651,0.509704649317,0.509704649317,0.723998655603,0.723998655603,0.231999301263,0.231999301263,13.3651,0,0.00203913,14.5435,44.651299999999999,7.9031,0.23799933297,0.23799933297,10.6317,3.2195,0.521998794395,0.521998794395,75.499499999999998,5
060750208001,0.088483,0.088483,0.102,0.102,0.695,0.695,0.42737,0.42737,0.716,0.716,0.19,0.19,13.4626,0,0.0420492,13.9,37.03,6.7351,0.111,0.111,4.68823,3.2195,0.402,0.402,74.545999999999992,5
060750161003,0.121087,0.121087,0.27,0.27,0.747,0.747,0.631204,0.631204,0.816,0.816,0.331,0.331,76.5,0,0.0701956,12.109,23.210599999999999,5.4658,0.233,0.233,3.38696,3.7988,0.519,0.519,74.539400000000001,5
060750176013,0.10983400384,0.10983400384,0.141000008943,0.141000008943,0.733,0.733,0.550862032015,0.550862032015,0.806000027996,0.806000027996,0.117000008177,0.117000008177,13.359500000000001,0,0.000784223,16.008099999999999,62.064300000000003,10.589700000000001,0.22700001712,0.22700001712,10.0975,19.2683,0.609000029487,0.609000029487,74.472899999999996,5
060750161002,0.121087,0.121087,0.27,0.27,0.747,0.747,0.631204,0.631204,0.816,0.816,0.331,0.331,73,0,0.0285327,11.0276,35.044800000000002,7.5797,0.233,0.233,2.13129,3.7988,0.519,0.519,74.219400000000007,5
060750101002,0.0585310171399,0.0585310171399,0.201000034086,0.201000034086,0.55,0.55,0.333333053792,0.333333053792,0.894000141831,0.894000141831,0.188000016128,0.188000016128,-4.97354,0.0902349,0.0029272,5.787,21.338999999999999,4.5737,0.132000012803,0.132000012803,2.75755,4.9374,0.526000059858,0.526000059858,74.199299999999994,5
060750124022,0.070143472665,,0.119999074997,0.119999074997,0.591003,0.591003,0.447459567008,0.447459567008,0.948992870168,0.948992870168,0.144998857916,,40.431899999999999,0,0.00296698,15.5,63.75,12.9672,0.208998376434,0.208998376434,8.43486,19.2682,0.690994770905,0.690994770905,74.139499999999998,5
060759806001,0.11613137008,,0.140675846566,0.140675846566,0.932087,0.932087,0.450007535711,0.450007535711,0.715021427869,0.715021427869,0.034926447704,,-42,0.351565,0.000888618,23.018000000000001,38.277299999999997,15.989100000000001,0.092166952245,,1.39179,17.322099999999999,0.266799028973,,73.905900000000003,5
060750612002,0.207265098967,,0.105000008038,,0.917,,0.503776418595,,0.636001130451,0.636001130451,0.22000016965,,7.47451,0,0.0063782,23.2,38.58,16.115600000000001,0.090000152648,,9.48185,17.613,0.26400053933,0.26400053933,73.519400000000005,5
060750264022,0.185283,0.185283,0.165,0.165,0.91,0.91,0.178459,0.178459,0.823,0.823,0.167,0.167,51.469799999999999,0,0.00584931,11.2506,16.901599999999998,7.5385,0.101,0.101,8.88611,17.613,0.216,0.216,62.859500000000004,5
060750125022,0.043980780095,,0.24999875,0.24999875,0.868001,0.868001,0.725123374365,0.725123374365,0.56999715,0.56999715,0.418997905,0.418997905,32.596699999999998,0,0.00193155,15.5,63.75,12.9674,0.326998365,0.326998365,2.1164,19.2683,0.672996635,0.672996635,73.186200000000014,5
060750208003,0.088482823034,0.088482823034,0.101999796,0.101999796,0.695001,0.695001,0.42736914526,0.42736914526,0.715998568,0.715998568,0.18999962,0.18999962,28.787600000000001,0,0.00723333,13.9,37.03,6.7351,0.110999778,0.110999778,9.472580000000001,3.2195,0.401999196,0.401999196,73.18610000000001,5
060750178011,0.018917,,0.554,0.554,0.741,0.741,0.577931,0.577931,0.64,0.64,0.535,0.535,-0.392771,0,0.000012271,15.9297,61.660499999999999,10.504300000000001,0.452,0.452,3.84442,19.2683,0.678,0.678,73.172899999999998,5
060750607002,0.0888410038728,,0.0630000045777,,0.621,0.621,0.223175027431,0.223175027431,0.959000079102,0.959000079102,0.138000004395,,-1.99789,0.0933219,0.0628603,13.173500000000001,40.161799999999999,7.8483,0.0490000122682,0.0490000122682,9.80391,17.613,0.369000052277,0.369000052277,73.172499999999999,5
060750176014,0.109834103634,,0.141000177293,0.141000177293,0.732999,0.732999,0.5508626611,0.5508626611,0.806001402091,0.806001402091,0.117000214229,0.117000214229,24.476299999999998,0,0.00115384,16.008500000000002,62.063299999999998,10.588200000000001,0.227000308785,0.227000308785,2.96861,19.2683,0.609001020911,0.609001020911,71.846199999999996,5
060750123011,0.0597769107365,,0.330999431094,0.330999431094,0.692001,0.692001,0.738546093236,0.738546093236,0.690999674566,0.690999674566,0.330999547743,0.330999547743,30.712499999999999,0,0,15.5,63.75,12.9674,0.362999424297,0.362999424297,9.34374,11.930099999999999,0.663999445918,0.663999445918,71.813000000000002,5
060750161004,0.121086974938,0.121086974938,0.269999332081,0.269999332081,0.747,0.747,0.631202639173,0.631202639173,0.815999730023,0.815999730023,0.330998952867,0.330998952867,90.289299999999997,0,0.0426114,12.109,23.208400000000001,5.4654,0.232999457545,0.232999457545,1.65563,3.7988,0.518998864059,0.518998864059,71.226100000000002,5
060750208002,0.088483,0.088483,0.102,0.102,0.695,0.695,0.42737,0.42737,0.716,0.716,0.19,0.19,15.396100000000001,0,0.00580859,13.9,37.03,6.7351,0.111,0.111,4.76425,3.2195,0.402,0.402,71.206100000000006,5
060750176012,0.109833890166,0.109833890166,0.140999859,0.140999859,0.733,0.733,0.550861449138,0.550861449138,0.805999194,0.805999194,0.116999883,0.116999883,9.341559999999999,0,0,16.0078,62.0657,10.5915,0.226999773,0.226999773,7.33496,19.2683,0.608999391,0.608999391,71.146299999999997,5
060750155002,0.0685109270765,,0.336999196868,0.336999196868,0.519,0.519,0.389861104817,0.389861104817,0.858998660544,0.858998660544,0.223999417195,,99,0,0.0663649,12.1,23.1,5.4453,0.272999287541,0.272999287541,2.21729,3.7988,0.530999001382,0.530999001382,70.886099999999999,5
060750155003,0.0685112346283,,0.337000285816,0.337000285816,0.518999,0.518999,0.389862440672,0.389862440672,0.859002014502,0.859002014502,0.224000114879,,127.819,0,0.0103421,12.1,23.1,5.4453,0.273000148993,0.273000148993,5.49726,3.216,0.531000795402,0.531000795402,70.859499999999997,5
060750228021,0.13369433693,0.13369433693,0.1700017,0.1700017,0.663997,0.663997,0.45445154447,0.45445154447,0.81600816,0.81600816,0.09600096,,33.853000000000002,0,0.00722504,13.874700000000001,36.888300000000001,6.7222,0.15100151,0.15100151,7.8696,17.613,0.20800208,0.20800208,70.206100000000006,5
060750105002,0.08615656491,0.08615656491,0.266869689,0.266869689,0.40816,0.40816,0.171557819667,0.171557819667,0.944383881,0.944383881,0.045298914,,-5.6175,0.503456,0.00432662,0,29.376999999999999,0,0.073856925,0.073856925,0.743216,4.8628,0.54161745,0.54161745,69.879099999999994,5
060750107001,0.0943328467165,0.0943328467165,0.242999528964,0.242999528964,0.798,0.798,0.559215729449,0.559215729449,0.539999453381,0.539999453381,0.608998295061,0.608998295061,34.003399999999999,0,0.00129861,6.4,20.43,5.0582,0.186999535894,0.186999535894,15.414199999999999,4.9374,0.40799922901,,69.832899999999995,5
060750107003,0.094333,0.094333,0.243,0.243,0.798,0.798,0.559217,0.559217,0.54,0.54,0.609,0.609,32.079000000000001,0,0.00115145,6.4,20.43,5.0582,0.187,0.187,19.235099999999999,4.9374,0.408,0.408,69.832899999999995,5
060750159002,0.0982011045435,0.0982011045435,0.228000011549,0.228000011549,0.609,0.609,0.412794334153,0.412794334153,0.925000144447,0.925000144447,0.195000107267,0.195000107267,94.177999999999997,0,0.0481529,12.1,23.1,5.4453,0.140000134761,0.140000134761,1.36674,3.7988,0.506999933925,0.506999933925,69.226100000000002,5
060750123022,0.027006,0.027006,0.083,0.083,0.594,0.594,0.508488,0.508488,0.942,0.942,0.187,0.187,58.844000000000001,0,0.000604806,15.4514,63.491500000000002,12.9138,0.134,0.134,8.941879999999999,8.5435,0.69,0.69,69.146299999999997,5
060750122011,0.0561629042531,,0.123999880804,0.123999880804,0.696,0.696,0.46153765952,0.46153765952,0.816999892222,0.816999892222,0.111999953325,0.111999953325,94.268900000000002,0,0.00320096,7.9,30.47,3.8247,0.218999234696,0.218999234696,16.9711,19.2682,0.593999851198,0.593999851198,69.132900000000006,5
060750264031,0.157428011202,0.157428011202,0.179373306,0.179373306,0.959812,,0.509226113004,0.509226113004,0.662603032,0.662603032,0.33816279,0.33816279,5.71889,0,0.0121491,11.050800000000001,16.585999999999999,7.4023,0.092137108,0.092137108,2.36407,17.613,0.195056218,0.195056218,68.912700000000001,5
060750233001,0.187704054924,0.187704054924,0.107000021369,0.107000021369,0.925,,0.265337108293,0.265337108293,0.706000134688,0.706000134688,0.310000025954,,6.85869,0,0.0205596,23.1784,38.540700000000001,16.100100000000001,0.0710000260673,0.0710000260673,3.35345,17.613,0.12700003868,,68.906000000000006,5
060750230013,0.158266239337,0.158266239337,0.179000167453,0.179000167453,0.946,,0.496577401176,0.496577401176,0.619000834941,0.619000834941,0.235000193622,0.235000193622,40.2072,0,0.00854089,23.196400000000001,38.573500000000003,16.113,0.107000083038,0.107000083038,1.41243,17.613,0.167000147836,,68.586100000000002,5
060750479012,0.145159947117,,0.176667724526,0.176667724526,0.576196,0.576196,0.253169125284,,0.897232263443,0.897232263443,0.0803937342294,,-5.2389,0.0969352,0.00457584,4.3,12.6683,2.7114,0.115131392,0.115131392,6.01374,4.5809,0.315619517762,,68.539100000000005,5
060750117002,0.0271500034412,,0.103000546603,,0.696999,0.696999,0.378597086142,0.378597086142,0.862001006489,0.862001006489,0.170999605884,,2.20918,0,0.000200808,6.1773,58.0441,4.1035,0.187000521764,,36.663600000000002,4.9376,0.635000503556,0.635000503556,68.47290000000001,5
060750604001,0.103426718836,,0.149885299372,0.149885299372,0.572953,0.572953,0.309375812515,0.309375812515,0.753613236839,0.753613236839,0.112204637311,,-7,0.150102,0.00163051,7.9937,13.799099999999999,3.9467,0.155746731256,0.155746731256,2.12684,0.2602,0.478125716474,0.478125716474,68.259199999999993,5
060750264032,0.160611311874,0.160611311874,0.183000183461,0.183000183461,0.959,,0.519522215089,0.519522215089,0.676001186545,0.676001186545,0.34500020894,0.34500020894,19.16,0,0.00892812,11.2,16.809999999999999,7.5022,0.0940001199058,0.0940001199058,2.50627,17.613,0.199000280682,0.199000280682,68.239400000000003,5
060750232001,0.255152047674,0.255152047674,0.1010000339,0.1010000339,0.943,,0.427645060894,0.427645060894,0.710000217069,0.710000217069,0.0920000349959,,0.165285,0,0.00606483,23.2,38.58,16.115600000000001,0.108000019411,0.108000019411,6.88428,17.613,0.266000044015,,68.192700000000002,5
060750257021,0.216905151297,0.216905151297,0.150000086282,0.150000086282,0.906,,0.424902213981,0.424902213981,0.593000569073,0.593000569073,0.187000249862,0.187000249862,39.046500000000002,0,0.0456571,11.2378,16.878499999999999,7.5294,0.0660000572476,0.0660000572476,5.1716,6.1946,0.0870001023909,,67.892699999999991,5
060750125011,0.095332,0.095332,0.222,0.222,0.726,0.726,0.794754,0.794754,0.695,0.695,0.203,0.203,28.329599999999999,0,0,15.5,63.749699999999997,12.9672,0.425,0.425,2.09974,19.2683,0.732,0.732,67.853000000000009,5
060750178022,0.084215,0.084215,0.088,0.088,0.584,0.584,0.327362,0.327362,0.843,0.843,0.119,0.119,7.91903,0,0.000990721,16.012499999999999,62.05,10.5693,0.229,0.229,12.326700000000001,19.2683,0.427,0.427,67.812899999999999,5
060750264011,0.174382105263,,0.165000073654,0.165000073654,0.96,,0.435034322807,0.435034322807,0.650000333003,0.650000333003,0.314000124656,0.314000124656,46.052599999999998,0,0.00841007,11.2,16.809999999999999,7.5022,0.109000078154,0.109000078154,1.91402,17.613,0.167000116554,,67.246099999999998,5
060750208004,0.088483,0.088483,0.102,0.102,0.695,0.695,0.42737,0.42737,0.716,0.716,0.19,0.19,35.727699999999999,0,0.00184849,13.9,37.03,6.7351,0.111,0.111,5.20569,3.2195,0.402,0.402,67.206199999999995,5
060750123012,0.0597763538089,,0.330996192456,0.330996192456,0.692003,0.692003,0.738540799823,0.738540799823,0.690995431497,0.690995431497,0.330997615191,0.330997615191,60.029899999999998,0,0,15.4673,63.6068,12.928100000000001,0.362996311237,0.362996311237,2.64971,19.2683,0.663995488068,0.663995488068,67.179699999999997,5
060750168021,0.0385790796011,,0.0789998381959,0.0789998381959,0.422001,0.422001,0.252452813651,0.252452813651,0.902998739748,0.902998739748,0.0399999199293,,39.852400000000003,0,0.00641991,15.5075,63.725200000000001,12.932499999999999,0.124999678155,0.124999678155,5.81395,3.7988,0.55699935374,0.55699935374,66.846100000000007,5
060750615002,0.092821,0.092821,0.057,,0.49,0.49,0.171948,0.171948,0.965,0.965,0.081,,-2.84302,0,0,2.0667,20.2943,0.9773,0.081,,3.71829,19.2683,0.474,0.474,42.519599999999997,2
060750113001,0.10039172981,0.10039172981,0.311999168605,0.311999168605,0.811001,0.811001,0.567842445235,0.567842445235,0.496998970495,0.496998970495,0.486998591816,0.486998591816,82.248900000000006,0,0.00192379,6.4,15.497,4.4665,0.229999366405,0.229999366405,10.208299999999999,4.9374,0.391999078848,0.391999078848,66.839600000000004,5
060750106002,0.0936730995398,0.0936730995398,0.180000157333,0.180000157333,0.712999,0.712999,0.579421192748,0.579421192748,0.756001052581,0.756001052581,0.335000091962,,11.3461,0,0,6.3905,20.444099999999999,5.0507,0.139000085314,0.139000085314,14.038,4.9374,0.48100053737,0.48100053737,66.826300000000003,5
060750122021,0.0682040951884,,0.0900002083379,0.0900002083379,0.675999,0.675999,0.576811801506,0.576811801506,0.834001651728,0.834001651728,0.229000229065,0.229000229065,85.226600000000005,0,0.00233038,7.9,30.47,3.8247,0.205000228859,0.205000228859,6.91293,17.742999999999999,0.540001184218,0.540001184218,66.819600000000008,5
060750124021,0.0701440074984,,0.120000009626,0.120000009626,0.591,0.591,0.447463037608,0.447463037608,0.949000055026,0.949000055026,0.145000007988,0.145000007988,31.271699999999999,0,0,15.5,63.749899999999997,12.9672,0.209000015497,0.209000015497,6.80903,19.2683,0.691000041577,0.691000041577,66.813000000000002,5
060750160001,0.0380090152963,0.0380090152963,0.230000020185,0.230000020185,0.502,0.502,0.273903129363,0.273903129363,0.964000187044,0.964000187044,0.103000051359,,57.859499999999997,0,0.00079063,12.2317,49.438400000000001,9.0357,0.158000045976,0.158000045976,4.27866,3.7988,0.586000121107,0.586000121107,66.526299999999992,5
060750104001,0.0898391403619,0.0898391403619,0.142000279136,0.142000279136,0.434999,0.434999,0.173963440512,0.173963440512,0.950001161479,0.950001161479,0.0830001320791,,2.67431,0,0.0208879,6.4,20.43,5.0582,0.0770001048463,0.0770001048463,8.534140000000001,4.9374,0.48500049019,0.48500049019,66.499300000000005,5
060750162001,0.0817970415401,,0.0700000875455,0.0700000875455,0.412,0.412,0.322965227959,0.322965227959,0.977000346408,0.977000346408,0.0360001070296,,48.013599999999997,0,0.0627237,15.5,63.75,12.9674,0.0910000902638,0.0910000902638,10.7829,3.7988,0.642000232524,0.642000232524,66.492699999999985,5
060750202002,0.082187,0.082187,0.117,0.117,0.485,0.485,0.328246,0.328246,0.898,0.898,0.079,0.079,28.0016,0,0.00859612,16.012499999999999,62.05,10.5693,0.178,0.178,5.35373,2.1589,0.514,0.514,66.206100000000006,5
060750611001,0.13591796,0.13591796,0.287999941572,0.287999941572,0.958,0.958,0.800356631517,0.800356631517,0.363000522371,0.363000522371,0.71499951062,,0.328464,0,0.000993458,1.1723,28.506699999999999,0.9263,0.160999957213,0.160999957213,8.658010000000001,4.9374,0.443000093848,0.443000093848,66.166200000000003,5
060750254032,0.166505800013,0.166505800013,0.126001331746,0.126001331746,0.792998,0.792998,0.366493793037,,0.820008852963,0.820008852963,0.177001817106,,9.30935,0,0.0907231,13.8619,36.807899999999997,6.7337,0.123001264786,,2.98198,3.2195,0.196002089723,0.196002089723,65.926000000000002,5
060750610001,0.254396743882,,0.0984096341843,0.0984096341843,0.887674,,0.12908674472,0.12908674472,0.859841503519,0.859841503519,0.131212778623,,-6,0.116232,0.003804,20.9956,34.582299999999996,14.5336,0.0705766054107,,3.28484,17.534800000000001,0.183896789852,,65.899100000000004,5
060750258002,0.21514505588,0.21514505588,0.140000049763,0.140000049763,0.892,0.892,0.426196053822,0.426196053822,0.703000248212,0.703000248212,0.186000050366,0.186000050366,54.959899999999998,0,0.0106334,11.2362,16.875699999999998,7.5282,0.112000030461,0.112000030461,4.25713,14.2216,0.212000065144,0.212000065144,65.886099999999999,5
060750229032,0.14691585533,0.14691585533,0.109999891924,0.109999891924,0.681,0.681,0.317454686249,0.317454686249,0.898999117297,0.898999117297,0.0639999364598,,-6.29274,0,0.0154046,13.888400000000001,36.9636,6.7292,0.0979999034645,0.0979999034645,5.76576,17.5685,0.270999732832,0.270999732832,65.866,5
060750264012,0.174381825618,0.174381825618,0.164999835,0.164999835,0.96,,0.435033564966,0.435033564966,0.64999935,0.64999935,0.313999686,0.313999686,46.084600000000002,0,0.003005,11.2,16.809999999999999,7.5022,0.108999891,0.108999891,2.84252,17.613,0.166999833,0.166999833,65.239500000000007,5
060750106003,0.093673,0.093673,0.18,0.18,0.713,0.713,0.579421,0.579421,0.756,0.756,0.335,0.335,55.884399999999999,0,0,6.4,20.43,5.0582,0.139,0.139,13.664899999999999,4.9374,0.481,0.481,65.159700000000015,5
060750229012,0.203622592754,0.203622592754,0.070999858,0.070999858,0.752001,0.752001,0.422372155254,0.422372155254,0.705998588,0.705998588,0.202999594,0.202999594,26.807099999999998,0,0.011389,13.9,37.03,6.7351,0.11499977,0.11499977,4.79754,3.2195,0.241999516,0.241999516,64.8994,5
060750123021,0.02700627006,0.02700627006,0.08300083,0.08300083,0.593996,0.593996,0.50849308488,0.50849308488,0.94200942,0.94200942,0.18700187,0.18700187,80.911600000000007,0,0,11.7026,47.121499999999997,8.3992,0.13400134,0.13400134,10.9138,12.1252,0.6900069,0.6900069,64.806399999999996,5
060750352012,0.154991929488,0.154991929488,0.126877973484,0.126877973484,0.673314,0.673314,0.21868967419,0.21868967419,0.851181347092,0.851181347092,0.11189239204,0.11189239204,-5.0342,0.1198,0.0194161,4.8692,8.9413,2.7249,0.0819212152429,0.0819212152429,2.72387,1.8744,0.245763632642,0.245763632642,64.59899999999999,5
060750229033,0.146915425387,0.146915425387,0.109999571181,0.109999571181,0.681001,0.681001,0.317453751704,0.317453751704,0.898996498696,0.898996498696,0.0639997466717,,-1.36219,0,0.0109497,13.9,37.03,6.7351,0.0979996165098,0.0979996165098,6.96622,3.2195,0.270998938264,0.270998938264,64.545999999999992,5
060750607001,0.084950474928,0.084950474928,0.060241104,0.060241104,0.637597,0.637597,0.2134017204,0.2134017204,0.917003472,0.917003472,0.131956704,0.131956704,-9.198740000000001,0.392933,0.0217367,2.6926,4.0262,1.2786,0.046854192,0.046854192,0.363328,19.046800000000001,0.352840752,0.352840752,64.218999999999994,5
060750121002,0.00980403212688,,0.108999976848,0.108999976848,0.490001,0.490001,0.371855624364,0.371855624364,0.897999023319,0.897999023319,0.12199981477,,74.404200000000003,0,0.000223484,10.9785,36.362400000000001,8.334300000000001,0.108999823001,0.108999823001,10.2936,4.9374,0.598999512624,0.598999512624,64.153000000000006,5
060750257012,0.185496028268,0.185496028268,0.154000017825,0.154000017825,0.79,0.79,0.261538042397,,0.660000137833,0.660000137833,0.162000018742,,5.05103,0,0.0842673,11.214,16.8461,7.5104,0.0820000132648,,1.2747,3.2195,0.187000029854,0.187000029854,63.939299999999996,5
060750257022,0.216905027,0.216905027,0.150000030537,0.150000030537,0.906,,0.424902084715,0.424902084715,0.5930001056,0.5930001056,0.187000040091,0.187000040091,17.570699999999999,0,0.00441322,11.2646,16.927199999999999,7.5486,0.066000018254,0.066000018254,3.89963,6.6462,0.0870000284899,,63.906100000000002,5
